1,2004-02-28,00:59:16.790067,32,19.1162,39.1783,1
2,2004-02-28,01:01:16.870067,32,18.734,39.9929,1
3,2004-02-28,01:02:16.541628,32,18.6458,40.399,1
4,2004-02-28,01:08:16.388083,32,18.4498,40.973,1
5,2004-02-28,01:09:46.811121,32,18.4204,40.9392,1
6,2004-02-28,01:10:19.570258,32,18.4204,40.9055,1
7,2004-02-28,01:11:16.842512,32,18.4204,40.9055,1
8,2004-02-28,01:12:16.070624,32,18.4204,40.8381,1
9,2004-02-28,01:13:46.169107,32,18.4204,40.8043,1
10,2004-02-28,01:14:46.900564,32,18.4204,40.8718,1
11,2004-02-28,01:17:16.12343,32,18.4106,40.8381,1
12,2004-02-28,01:17:46.224005,32,18.3812,40.8381,1
13,2004-02-28,01:18:16.625244,32,18.3714,40.7706,1
14,2004-02-28,01:18:46.906356,32,18.3616,40.7706,1
15,2004-02-28,01:20:45.959196,32,18.3518,40.7706,1
16,2004-02-28,01:22:46.609583,32,18.3224,40.8381,1
17,2004-02-28,01:24:16.256451,32,44.108367731478744,109.75436591831131,-1
18,2004-02-28,01:24:46.226963,32,59.568036997799084,95.2776611197055,-1
19,2004-02-28,01:26:46.730239,32,18.2832,40.7368,1
20,2004-02-28,01:27:46.26927,32,18.2832,40.8718,1
21,2004-02-28,01:28:16.016876,32,18.2832,40.8381,1
22,2004-02-28,01:29:46.750059,32,18.293,40.973,1
23,2004-02-28,01:30:16.536429,32,18.3126,41.0404,1
24,2004-02-28,01:30:45.993867,32,62.89024914564834,111.96581384442787,-1
25,2004-02-28,01:31:46.017527,32,51.38464488174172,104.23523069612878,-1
26,2004-02-28,01:32:15.994093,32,18.3224,40.973,1
27,2004-02-28,01:32:46.028314,32,18.3126,40.9392,1
28,2004-02-28,01:33:46.277644,32,18.3224,40.8381,1
29,2004-02-28,01:34:46.875916,32,18.3126,40.8043,1
30,2004-02-28,01:35:16.011114,32,18.3224,40.8043,1
31,2004-02-28,01:42:16.647909,32,18.3028,40.7031,1
32,2004-02-28,01:42:46.280136,32,18.2832,40.6355,1
33,2004-02-28,01:43:16.943008,32,18.2734,40.6355,1
34,2004-02-28,01:44:16.085342,32,18.2832,40.6355,1
35,2004-02-28,01:45:16.551712,32,18.2734,40.7031,1
36,2004-02-28,01:47:16.904166,32,74.57412049142978,108.88599516764602,-1
